Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
tin.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@3,Molten Tin Bucket,TConstruct:buckets
tin.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@3,Molten Tin Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
voidmetal.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@16,Molten Voidmetal Bucket,ExtraTiC:extra.bucket
water,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@0,Water Bottle,minecraft:potion
water,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketWater@0,Water Bucket,minecraft:water_bucket
water,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@1,Water,minechem:minechemMolecule
water,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket.Water@0,Water Clay Bucket,IguanaTweaksTConstruct:clayBucketWater
water,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canWater@0,Water Can,Forestry:canWater
water,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleWater@0,Water Capsule,Forestry:waxCapsuleWater
water,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryWater@0,Water Capsule,Forestry:refractoryWater
witchery:brew,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.witchery:bucketbrew@0,item.witchery:bucketbrew.name,witchery:bucketbrew
witchery:fluidspirit,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.witchery:bucketspirit@0,Spirit Bucket,witchery:bucketspirit
witchery:hollowtears,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.witchery:buckethollowtears@0,Hollow Tears Bucket,witchery:buckethollowtears
xpjuice,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.openblocks.filledbucket@0,XP Bucket,OpenBlocks:filledbucket
zinc.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@10,Molten Zinc Bucket,ExtraTiC:extra.bucket
